Epoch 1/1000 | SDE training launched
Epoch 8/1000 | Update of (lambda_, c) to (1.000e+04, 8.000e+04)
Epoch 9/1000 | SDE training launched
Iteration 1/20 | SDE loss = 2.664e-01, MSE = 9.693e-06, exotic = 1.6942e-01, time = 0.77
Iteration 2/20 | SDE loss = 2.669e-01, MSE = 9.845e-06, exotic = 1.6842e-01, time = 0.81
Iteration 3/20 | SDE loss = 2.552e-01, MSE = 8.574e-06, exotic = 1.6940e-01, time = 0.79
Iteration 4/20 | SDE loss = 2.509e-01, MSE = 8.133e-06, exotic = 1.6955e-01, time = 0.83
Iteration 5/20 | SDE loss = 2.476e-01, MSE = 7.831e-06, exotic = 1.6929e-01, time = 0.77
Iteration 6/20 | SDE loss = 2.464e-01, MSE = 7.662e-06, exotic = 1.6976e-01, time = 0.76
Iteration 7/20 | SDE loss = 2.438e-01, MSE = 7.487e-06, exotic = 1.6890e-01, time = 0.78
Iteration 8/20 | SDE loss = 2.399e-01, MSE = 7.128e-06, exotic = 1.6864e-01, time = 0.79
Iteration 9/20 | SDE loss = 2.394e-01, MSE = 6.932e-06, exotic = 1.7005e-01, time = 0.77
Iteration 10/20 | SDE loss = 2.379e-01, MSE = 6.803e-06, exotic = 1.6985e-01, time = 0.77
Iteration 11/20 | SDE loss = 2.403e-01, MSE = 7.064e-06, exotic = 1.6967e-01, time = 0.77
Iteration 12/20 | SDE loss = 2.402e-01, MSE = 7.042e-06, exotic = 1.6979e-01, time = 0.76
Iteration 13/20 | SDE loss = 2.341e-01, MSE = 6.498e-06, exotic = 1.6908e-01, time = 0.78
Iteration 14/20 | SDE loss = 2.395e-01, MSE = 6.938e-06, exotic = 1.7013e-01, time = 0.79
Iteration 15/20 | SDE loss = 2.375e-01, MSE = 6.798e-06, exotic = 1.6947e-01, time = 0.78
Iteration 16/20 | SDE loss = 2.358e-01, MSE = 6.684e-06, exotic = 1.6897e-01, time = 0.78
Iteration 17/20 | SDE loss = 2.307e-01, MSE = 6.340e-06, exotic = 1.6725e-01, time = 0.79
Iteration 18/20 | SDE loss = 2.309e-01, MSE = 6.530e-06, exotic = 1.6560e-01, time = 0.77
Iteration 19/20 | SDE loss = 2.310e-01, MSE = 6.555e-06, exotic = 1.6547e-01, time = 0.76
Iteration 20/20 | SDE loss = 2.362e-01, MSE = 7.090e-06, exotic = 1.6528e-01, time = 0.78
Epoch 9/1000 | SDE average MSE = 7.381e-06, time = 15.59
Epoch 10/1000 | SDE training launched
Iteration 1/20 | SDE loss = 2.326e-01, MSE = 6.773e-06, exotic = 1.6485e-01, time = 0.78
Iteration 2/20 | SDE loss = 2.334e-01, MSE = 6.924e-06, exotic = 1.6416e-01, time = 0.78
Iteration 3/20 | SDE loss = 2.280e-01, MSE = 6.310e-06, exotic = 1.6490e-01, time = 0.78
Iteration 4/20 | SDE loss = 2.317e-01, MSE = 6.621e-06, exotic = 1.6547e-01, time = 0.79
Iteration 5/20 | SDE loss = 2.329e-01, MSE = 6.652e-06, exotic = 1.6635e-01, time = 0.79
Iteration 6/20 | SDE loss = 2.258e-01, MSE = 5.986e-06, exotic = 1.6598e-01, time = 0.80
Iteration 7/20 | SDE loss = 2.276e-01, MSE = 6.221e-06, exotic = 1.6543e-01, time = 0.83
Iteration 8/20 | SDE loss = 2.272e-01, MSE = 6.212e-06, exotic = 1.6512e-01, time = 0.80
Iteration 9/20 | SDE loss = 2.295e-01, MSE = 6.387e-06, exotic = 1.6557e-01, time = 0.80
Iteration 10/20 | SDE loss = 2.305e-01, MSE = 6.461e-06, exotic = 1.6589e-01, time = 0.83
Iteration 11/20 | SDE loss = 2.265e-01, MSE = 6.123e-06, exotic = 1.6530e-01, time = 0.82
Iteration 12/20 | SDE loss = 2.269e-01, MSE = 6.073e-06, exotic = 1.6612e-01, time = 0.79
Iteration 13/20 | SDE loss = 2.259e-01, MSE = 6.034e-06, exotic = 1.6552e-01, time = 0.78
Iteration 14/20 | SDE loss = 2.280e-01, MSE = 6.252e-06, exotic = 1.6547e-01, time = 0.77
Iteration 15/20 | SDE loss = 2.297e-01, MSE = 6.549e-06, exotic = 1.6422e-01, time = 0.78
Iteration 16/20 | SDE loss = 2.244e-01, MSE = 5.942e-06, exotic = 1.6494e-01, time = 0.77
Iteration 17/20 | SDE loss = 2.298e-01, MSE = 6.457e-06, exotic = 1.6521e-01, time = 0.77
Iteration 18/20 | SDE loss = 2.321e-01, MSE = 6.716e-06, exotic = 1.6493e-01, time = 0.77
Iteration 19/20 | SDE loss = 2.246e-01, MSE = 5.837e-06, exotic = 1.6620e-01, time = 0.77
Iteration 20/20 | SDE loss = 2.250e-01, MSE = 5.865e-06, exotic = 1.6635e-01, time = 0.76
Epoch 10/1000 | SDE average MSE = 6.320e-06, time = 15.75
Epoch 10/1000 | Update of (lambda_, c) to (1.000e+04, 1.600e+05)
Epoch 11/1000 | SDE training launched
Iteration 1/20 | SDE loss = 2.252e-01, MSE = 5.895e-06, exotic = 1.6623e-01, time = 0.76
Iteration 2/20 | SDE loss = 2.237e-01, MSE = 5.610e-06, exotic = 1.6763e-01, time = 0.76
Iteration 3/20 | SDE loss = 2.254e-01, MSE = 5.937e-06, exotic = 1.6599e-01, time = 0.77
Iteration 4/20 | SDE loss = 2.240e-01, MSE = 5.718e-06, exotic = 1.6683e-01, time = 0.76
Iteration 5/20 | SDE loss = 2.234e-01, MSE = 5.708e-06, exotic = 1.6626e-01, time = 0.79
Iteration 6/20 | SDE loss = 2.215e-01, MSE = 5.454e-06, exotic = 1.6698e-01, time = 0.79
Iteration 7/20 | SDE loss = 2.209e-01, MSE = 5.440e-06, exotic = 1.6647e-01, time = 0.79
Iteration 8/20 | SDE loss = 2.249e-01, MSE = 5.837e-06, exotic = 1.6648e-01, time = 0.78
Iteration 9/20 | SDE loss = 2.265e-01, MSE = 5.953e-06, exotic = 1.6700e-01, time = 0.78
Iteration 10/20 | SDE loss = 2.236e-01, MSE = 5.664e-06, exotic = 1.6695e-01, time = 0.79
Iteration 11/20 | SDE loss = 2.226e-01, MSE = 5.598e-06, exotic = 1.6661e-01, time = 0.79
Iteration 12/20 | SDE loss = 2.218e-01, MSE = 5.617e-06, exotic = 1.6559e-01, time = 0.79
Iteration 13/20 | SDE loss = 2.201e-01, MSE = 5.347e-06, exotic = 1.6665e-01, time = 0.81
Iteration 14/20 | SDE loss = 2.204e-01, MSE = 5.442e-06, exotic = 1.6600e-01, time = 0.78
Iteration 15/20 | SDE loss = 2.235e-01, MSE = 5.662e-06, exotic = 1.6687e-01, time = 0.78
Iteration 16/20 | SDE loss = 2.225e-01, MSE = 5.587e-06, exotic = 1.6661e-01, time = 0.76
Iteration 17/20 | SDE loss = 2.203e-01, MSE = 5.357e-06, exotic = 1.6674e-01, time = 0.76
Iteration 18/20 | SDE loss = 2.317e-01, MSE = 6.445e-06, exotic = 1.6720e-01, time = 0.77
Iteration 19/20 | SDE loss = 2.215e-01, MSE = 5.500e-06, exotic = 1.6652e-01, time = 0.76
Iteration 20/20 | SDE loss = 2.220e-01, MSE = 5.435e-06, exotic = 1.6759e-01, time = 0.76
Epoch 11/1000 | SDE average MSE = 5.660e-06, time = 15.52
Epochs 1 - 11 | SDE loss: 2.344e-03 -> 5.660e-06 | CV loss: 0.000e+00 -> 5.221e-01 | elapsed time: 319.63
Epoch 1 - 11 | elapsed time: 183.37
Epoch 12/1000 | CV training launched
Iteration 1/20 | CV loss = 8.831e-01, time = 0.78
Iteration 2/20 | CV loss = 8.619e-01, time = 0.80
Iteration 3/20 | CV loss = 8.376e-01, time = 0.81
Iteration 4/20 | CV loss = 8.060e-01, time = 0.79
Iteration 5/20 | CV loss = 7.793e-01, time = 0.81
Iteration 6/20 | CV loss = 7.544e-01, time = 0.80
Iteration 7/20 | CV loss = 7.288e-01, time = 0.84
Iteration 8/20 | CV loss = 7.062e-01, time = 0.82
Iteration 9/20 | CV loss = 6.734e-01, time = 0.79
Iteration 10/20 | CV loss = 6.522e-01, time = 0.79
Iteration 11/20 | CV loss = 6.303e-01, time = 0.79
Iteration 12/20 | CV loss = 6.077e-01, time = 0.79
Iteration 13/20 | CV loss = 5.875e-01, time = 0.79
Iteration 14/20 | CV loss = 5.627e-01, time = 0.79
Iteration 15/20 | CV loss = 5.444e-01, time = 0.79
Iteration 16/20 | CV loss = 5.287e-01, time = 0.80
Iteration 17/20 | CV loss = 5.092e-01, time = 0.81
